,alg_name,dataset_name,Accuracy__test_median,Accuracy__test_mean,time__train_median,time__train_mean,Accuracy__test_mean_min,Accuracy__test_mean_max,normalized_Accuracy__test_mean,Accuracy_rank_mean,normalized_F1__test_mean,F1_rank_mean,F1__test_mean_min,F1__test_mean_max,normalized_Log Loss__test_mean,Log Loss_rank_mean,Log Loss__test_mean_min,Log Loss__test_mean_max,alg_type
1472,SVM,openml__audiology__7,0.7608695652173914,0.7529644268774703,0.045147200999998846,0.04535005989999859,0.3446640316205533,0.80098814229249,0.89475963620615,5.0,0.8735141160053063,7.0,0.206719211951126,0.7807073865967146,0.5012045053847638,13.0,0.9129343867132149,4.716543932052385,baseline
1473,SVM,openml__autos__9,0.4392857142857143,0.41380952380952374,1.187085325499993,15.332004564999986,0.2716666666666666,0.8152380952380952,0.26149802890932977,13.0,0.15183351676924678,14.0,0.23995870169930317,0.7998195402481116,0.04697448330959383,7.0,0.6015017357739689,18.282989646764406,baseline
1474,SVM,openml__balance-scale__11,0.9838709677419356,0.9743983614951357,0.1184599585000008,0.11846442260000054,0.7856374807987712,0.9887608806963646,0.9292916561633476,4.0,0.9292529779159348,5.0,0.7756967704913074,0.9893091885791376,0.055728561671949124,5.0,0.04912004434258129,1.1190573972483642,baseline
1475,SVM,openml__bank-marketing__14965,0.8866401238664012,0.8863551546417471,614.1406508079999,570.4535666840002,0.883369099394726,0.9097343019909742,0.11325743605118488,16.0,0.11325743605118488,16.0,0.883369099394726,0.9097343019909742,0.7116454689116095,17.0,0.19710418311115363,0.40048180154614643,baseline
1476,SVM,openml__banknote-authentication__10093,1.0,1.0,0.141242987,0.13940632779999987,0.9839733417962553,1.0,1.0,1.0,1.0,1.0,0.9839733417962553,1.0,0.010100491928545938,8.0,8.007381253525238e-07,0.3106711067424896,baseline
1477,SVM,openml__blood-transfusion-service-center__10101,0.76,0.7594054054054055,79.42355571700045,175.86864817500032,0.754036036036036,0.7887927927927928,0.15448418869881092,17.0,0.15448418869881042,17.0,0.754036036036036,0.7887927927927929,0.37427220704559583,17.0,0.4714458621116103,0.7801848349367044,baseline
1478,SVM,openml__blood-transfusion-service-center__145836,0.76,0.7673873873873874,0.2775811065,34.13382941479983,0.754036036036036,0.7981621621621622,0.30257247856268055,15.0,0.30257247856268055,15.0,0.754036036036036,0.7981621621621622,0.2735975541245963,16.0,0.4725784429772883,0.7801848349367044,baseline
1479,SVM,openml__breast-cancer__145799,0.7019704433497538,0.7097290640394089,0.047856504000001146,0.08846098250000024,0.6714285714285715,0.7657635467980295,0.4060052219321156,14.0,0.4060052219321156,14.0,0.6714285714285715,0.7657635467980295,0.05612783685161886,8.0,0.538732929920475,1.1874615754277669,baseline
1480,SVM,openml__breast-w__15,0.9712215320910973,0.965672877846791,0.05899584299999965,0.07469514769999978,0.9513457556935817,0.9713871635610765,0.7148760330578634,5.0,0.7148760330578634,5.0,0.9513457556935817,0.9713871635610765,0.09426371888743507,10.0,0.09996634303488733,0.4401052541152036,baseline
1481,SVM,openml__car-evaluation__146192,1.0,0.9988405699690819,0.4252642834999989,0.42270489990000043,0.7002352466729399,0.9988405699690819,1.0,1.0,1.0,1.0,0.5767793786747555,0.9988034102481821,0.0025260598542176417,5.0,0.0039077713186271845,3.6072359962445675,baseline
1482,SVM,openml__car__146821,0.9942196531791908,0.9947943271945154,1.3140775905000055,1.316782646800003,0.6858011829546982,0.9988439306358382,0.987063736594059,6.0,0.9890105815593844,6.0,0.5767793786747555,0.9988618040993028,0.005234402766389425,9.0,0.0030507129932215373,4.778145309553302,baseline
1483,SVM,openml__cardiotocography__9979,0.9061032863849764,0.9054544246611747,31.245529920999957,31.002194749299928,0.38657764195234295,1.0,0.845871976952819,10.0,0.8638842109979447,10.0,0.2812418297326097,1.0,0.02842561946549786,10.0,9.207644833494214e-15,14.89735612815565,baseline
1484,SVM,openml__churn__167141,0.891,0.8897999999999999,932.3499839855031,747.5922956214014,0.8596,0.9629999999999999,0.2920696324951639,13.0,0.2920696324951639,13.0,0.8596,0.9629999999999999,0.5112682712238973,13.0,0.14905797691189215,0.42776331833671766,baseline
1485,SVM,openml__cjs__14967,0.5008960573476702,0.4982078853046595,291.84763538849984,295.11376774440066,0.3068766001024065,1.0,0.2760421668501186,17.0,0.2027608335335916,17.0,0.2787683645812597,1.0,0.4371972808304389,15.0,0.0009157039198795,3.022369850867751,baseline
1486,SVM,openml__cmc__23,0.5439189189189189,0.5458540172825888,2.13661300249915,48.7711105779006,0.5037690751976467,0.5607602500459643,0.7384466489233011,10.0,0.5382939420066918,12.0,0.5003531656350308,0.562705777960297,0.0753547115696742,7.0,0.9029316862366142,1.2289860176976357,baseline
1487,SVM,openml__colic__25,0.7807807807807807,0.7716966966966967,0.08218519400000085,0.12391518739999988,0.6415165165165165,0.8722972972972973,0.5640858815875082,14.0,0.5640858815875082,14.0,0.6415165165165165,0.8722972972972973,0.277866376674047,9.0,0.3756557612727084,0.7136887299056434,baseline
1488,SVM,openml__colic__27,0.7807807807807807,0.78003003003003,0.08591201700000001,0.07404710230000075,0.7092342342342343,0.8451951951951953,0.5207067918277191,14.0,0.5207067918277195,14.0,0.7092342342342343,0.8451951951951951,0.21940783172785924,11.0,0.3876705799433584,1.0130517877271323,baseline
1489,SVM,openml__collins__3567,0.98,0.978,0.11156963150000004,0.11114406390000009,0.48,1.0,0.9576923076923076,8.0,0.9553157685548813,8.0,0.38386200745381654,1.0,0.039614481285695786,9.0,1.4660717084780227e-14,6.310687080224248,baseline
1490,SVM,openml__credit-approval__29,0.8478260869565217,0.844927536231884,106.15759977700031,86.73317447219999,0.6811594202898551,0.8753623188405797,0.843283582089552,13.0,0.843283582089552,13.0,0.6811594202898551,0.8753623188405797,0.16787397780410004,7.0,0.31434855611476326,0.6983081481767284,baseline
1491,SVM,openml__cylinder-bands__14954,0.7037037037037037,0.6944444444444444,58.86869171749993,51.33873874309995,0.575925925925926,0.825925925925926,0.47407407407407387,11.0,0.47407407407407387,11.0,0.575925925925926,0.825925925925926,0.33638672342837395,8.0,0.39541607788856636,1.0060088184440743,baseline
1492,SVM,openml__dermatology__35,0.9725975975975976,0.9645645645645645,0.023801267000000452,0.02474813349999992,0.8524024024024024,0.9808558558558559,0.8731735827001748,11.0,0.9179991575681702,6.0,0.8533549112136068,0.9803048792179225,0.11750967747896184,10.0,0.05720547909224187,1.1141330458122574,baseline
1493,SVM,openml__diabetes__37,0.7320574162679425,0.7408578263841422,0.24563166749933568,13.899164221399626,0.6601161995898839,0.7733424470266576,0.7130999094476307,11.0,0.7130999094476307,11.0,0.6601161995898839,0.7733424470266576,0.08033038860719352,5.0,0.4875102380880073,0.770906282413651,baseline
1494,SVM,openml__dna__167140,0.9576112458350584,0.9591934307288893,9.316506186000026,9.316988819300011,0.8606553498550896,0.9610752942568166,0.9812600620410726,3.0,0.9897064449873545,4.0,0.8631901889447281,0.9602680041663476,0.02960386936579056,5.0,0.11944780769263978,0.5977370125424939,baseline
1495,SVM,openml__dresses-sales__125920,0.58,0.584,0.16088714500000084,0.4003371076000003,0.538,0.624,0.534883720930232,12.0,0.534883720930232,12.0,0.538,0.624,0.03377641189181196,6.0,0.6698793045133352,1.142107799832508,baseline
