alg_name,dataset_name,num_hparam_samples,has_exception,timeout_excep,CUDA_memory_excep,CUDA_config_excep,allocate_memory_excep,target_type
SVM,openml__semeion__9964,30.0,,,,,,classification
TabNet,openml__semeion__9964,30.0,,,,,,classification
TabPFNModel,openml__semeion__9964,0.0,True,False,False,False,False,classification
TabTransformer,openml__semeion__9964,30.0,,,,,,classification
VIME,openml__semeion__9964,30.0,,,,,,classification
XGBoost,openml__semeion__9964,30.0,,,,,,classification
rtdl_FTTransformer,openml__semeion__9964,27.0,True,False,False,False,False,classification
rtdl_MLP,openml__semeion__9964,30.0,,,,,,classification
rtdl_ResNet,openml__semeion__9964,30.0,,,,,,classification
CatBoost,openml__sick__3021,30.0,,,,,,binary
DANet,openml__sick__3021,30.0,,,,,,binary
DecisionTree,openml__sick__3021,30.0,,,,,,binary
DeepFM,openml__sick__3021,30.0,,,,,,binary
KNN,openml__sick__3021,30.0,,,,,,binary
LightGBM,openml__sick__3021,30.0,,,,,,binary
LinearModel,openml__sick__3021,30.0,,,,,,binary
MLP,openml__sick__3021,30.0,,,,,,binary
NAM,openml__sick__3021,30.0,,,,,,binary
NODE,openml__sick__3021,4.0,True,True,False,False,False,binary
RandomForest,openml__sick__3021,30.0,,,,,,binary
SAINT,openml__sick__3021,5.0,True,True,False,False,False,binary
STG,openml__sick__3021,30.0,,,,,,binary
SVM,openml__sick__3021,26.0,True,True,False,False,False,binary
TabNet,openml__sick__3021,30.0,,,,,,binary
TabPFNModel,openml__sick__3021,0.0,True,False,False,False,False,binary
TabTransformer,openml__sick__3021,30.0,,,,,,binary
VIME,openml__sick__3021,30.0,,,,,,binary
XGBoost,openml__sick__3021,30.0,,,,,,binary
rtdl_FTTransformer,openml__sick__3021,30.0,,,,,,binary
rtdl_MLP,openml__sick__3021,30.0,,,,,,binary
rtdl_ResNet,openml__sick__3021,30.0,,,,,,binary
CatBoost,openml__skin-segmentation__9965,30.0,,,,,,binary
DANet,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
DecisionTree,openml__skin-segmentation__9965,30.0,,,,,,binary
DeepFM,openml__skin-segmentation__9965,6.0,,,,,,binary
KNN,openml__skin-segmentation__9965,30.0,,,,,,binary
LightGBM,openml__skin-segmentation__9965,30.0,,,,,,binary
LinearModel,openml__skin-segmentation__9965,30.0,,,,,,binary
MLP,openml__skin-segmentation__9965,7.0,,,,,,binary
NAM,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
NODE,openml__skin-segmentation__9965,1.0,True,True,False,False,False,binary
RandomForest,openml__skin-segmentation__9965,30.0,,,,,,binary
SAINT,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
STG,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
SVM,openml__skin-segmentation__9965,1.0,True,True,False,False,False,binary
TabNet,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
TabPFNModel,openml__skin-segmentation__9965,0.0,True,False,False,False,False,binary
TabTransformer,openml__skin-segmentation__9965,0.0,True,False,False,False,False,binary
VIME,openml__skin-segmentation__9965,0.0,True,True,False,False,False,binary
XGBoost,openml__skin-segmentation__9965,30.0,,,,,,binary
rtdl_FTTransformer,openml__skin-segmentation__9965,6.0,True,False,False,False,False,binary
rtdl_MLP,openml__skin-segmentation__9965,8.0,,,,,,binary
rtdl_ResNet,openml__skin-segmentation__9965,7.0,,,,,,binary
CatBoost,openml__socmob__3797,30.0,,,,,,binary
DANet,openml__socmob__3797,30.0,,,,,,binary
DecisionTree,openml__socmob__3797,30.0,,,,,,binary
DeepFM,openml__socmob__3797,30.0,,,,,,binary
KNN,openml__socmob__3797,30.0,,,,,,binary
LightGBM,openml__socmob__3797,30.0,,,,,,binary
LinearModel,openml__socmob__3797,30.0,,,,,,binary
MLP,openml__socmob__3797,30.0,True,False,False,False,False,binary
NAM,openml__socmob__3797,30.0,,,,,,binary
NODE,openml__socmob__3797,22.0,,,,,,binary
RandomForest,openml__socmob__3797,30.0,,,,,,binary
SAINT,openml__socmob__3797,30.0,,,,,,binary
STG,openml__socmob__3797,30.0,,,,,,binary
SVM,openml__socmob__3797,29.0,True,True,False,False,False,binary
TabNet,openml__socmob__3797,30.0,,,,,,binary
TabPFNModel,openml__socmob__3797,30.0,,,,,,binary
TabTransformer,openml__socmob__3797,30.0,,,,,,binary
VIME,openml__socmob__3797,30.0,True,False,False,False,False,binary
XGBoost,openml__socmob__3797,30.0,,,,,,binary
rtdl_FTTransformer,openml__socmob__3797,30.0,,,,,,binary
rtdl_MLP,openml__socmob__3797,30.0,,,,,,binary
rtdl_ResNet,openml__socmob__3797,30.0,,,,,,binary
CatBoost,openml__sonar__39,30.0,,,,,,binary
DANet,openml__sonar__39,30.0,,,,,,binary
DecisionTree,openml__sonar__39,30.0,,,,,,binary
DeepFM,openml__sonar__39,30.0,,,,,,binary
KNN,openml__sonar__39,30.0,,,,,,binary
LightGBM,openml__sonar__39,30.0,,,,,,binary
LinearModel,openml__sonar__39,30.0,,,,,,binary
MLP,openml__sonar__39,30.0,True,False,False,False,False,binary
NAM,openml__sonar__39,22.0,,,,,,binary
NODE,openml__sonar__39,30.0,,,,,,binary
RandomForest,openml__sonar__39,30.0,,,,,,binary
SAINT,openml__sonar__39,30.0,,,,,,binary
STG,openml__sonar__39,30.0,,,,,,binary
SVM,openml__sonar__39,30.0,,,,,,binary
TabNet,openml__sonar__39,30.0,,,,,,binary
TabPFNModel,openml__sonar__39,30.0,,,,,,binary
TabTransformer,openml__sonar__39,30.0,,,,,,binary
VIME,openml__sonar__39,30.0,True,False,False,False,False,binary
XGBoost,openml__sonar__39,30.0,,,,,,binary
rtdl_FTTransformer,openml__sonar__39,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__sonar__39,30.0,,,,,,binary
rtdl_ResNet,openml__sonar__39,30.0,,,,,,binary
CatBoost,openml__soybean__41,30.0,,,,,,classification
DANet,openml__soybean__41,30.0,,,,,,classification
DecisionTree,openml__soybean__41,30.0,,,,,,classification
DeepFM,openml__soybean__41,0.0,,,,,,classification
KNN,openml__soybean__41,30.0,,,,,,classification
LightGBM,openml__soybean__41,30.0,,,,,,classification
LinearModel,openml__soybean__41,30.0,,,,,,classification
MLP,openml__soybean__41,30.0,,,,,,classification
NAM,openml__soybean__41,0.0,,,,,,classification
NODE,openml__soybean__41,7.0,True,True,True,False,False,classification
RandomForest,openml__soybean__41,30.0,,,,,,classification
SAINT,openml__soybean__41,3.0,True,True,False,False,False,classification
STG,openml__soybean__41,30.0,,,,,,classification
SVM,openml__soybean__41,0.0,,,,,,classification
TabNet,openml__soybean__41,30.0,,,,,,classification
TabPFNModel,openml__soybean__41,0.0,True,False,False,False,False,classification
TabTransformer,openml__soybean__41,0.0,True,False,False,True,False,classification
VIME,openml__soybean__41,30.0,,,,,,classification
XGBoost,openml__soybean__41,30.0,,,,,,classification
rtdl_FTTransformer,openml__soybean__41,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__soybean__41,30.0,,,,,,classification
rtdl_ResNet,openml__soybean__41,30.0,,,,,,classification
CatBoost,openml__spambase__43,30.0,,,,,,binary
DANet,openml__spambase__43,23.0,,,,,,binary
DecisionTree,openml__spambase__43,30.0,,,,,,binary
DeepFM,openml__spambase__43,30.0,,,,,,binary
KNN,openml__spambase__43,30.0,,,,,,binary
LightGBM,openml__spambase__43,30.0,,,,,,binary
LinearModel,openml__spambase__43,30.0,,,,,,binary
MLP,openml__spambase__43,30.0,,,,,,binary
NAM,openml__spambase__43,23.0,,,,,,binary
NODE,openml__spambase__43,4.0,True,True,False,False,False,binary
RandomForest,openml__spambase__43,30.0,,,,,,binary
SAINT,openml__spambase__43,13.0,,,,,,binary
STG,openml__spambase__43,30.0,,,,,,binary
SVM,openml__spambase__43,23.0,True,True,False,False,False,binary
TabNet,openml__spambase__43,30.0,,,,,,binary
TabPFNModel,openml__spambase__43,0.0,True,False,False,False,False,binary
TabTransformer,openml__spambase__43,30.0,,,,,,binary
VIME,openml__spambase__43,30.0,,,,,,binary
XGBoost,openml__spambase__43,30.0,,,,,,binary
rtdl_FTTransformer,openml__spambase__43,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__spambase__43,30.0,,,,,,binary
rtdl_ResNet,openml__spambase__43,30.0,,,,,,binary
CatBoost,openml__splice__45,30.0,,,,,,classification
DANet,openml__splice__45,30.0,,,,,,classification
DecisionTree,openml__splice__45,30.0,,,,,,classification
DeepFM,openml__splice__45,0.0,,,,,,classification
KNN,openml__splice__45,30.0,,,,,,classification
LightGBM,openml__splice__45,30.0,,,,,,classification
LinearModel,openml__splice__45,30.0,,,,,,classification
MLP,openml__splice__45,30.0,,,,,,classification
NAM,openml__splice__45,0.0,,,,,,classification
NODE,openml__splice__45,3.0,True,True,False,False,False,classification
RandomForest,openml__splice__45,30.0,,,,,,classification
SAINT,openml__splice__45,30.0,,,,,,classification
STG,openml__splice__45,30.0,,,,,,classification
SVM,openml__splice__45,30.0,,,,,,classification
TabNet,openml__splice__45,30.0,,,,,,classification
TabPFNModel,openml__splice__45,0.0,True,False,False,False,False,classification
TabTransformer,openml__splice__45,0.0,True,False,False,True,False,classification
VIME,openml__splice__45,30.0,,,,,,classification
XGBoost,openml__splice__45,30.0,,,,,,classification
rtdl_FTTransformer,openml__splice__45,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__splice__45,30.0,,,,,,classification
rtdl_ResNet,openml__splice__45,30.0,,,,,,classification
CatBoost,openml__steel-plates-fault__146817,30.0,,,,,,classification
DANet,openml__steel-plates-fault__146817,30.0,,,,,,classification
DecisionTree,openml__steel-plates-fault__146817,30.0,,,,,,classification
DeepFM,openml__steel-plates-fault__146817,0.0,,,,,,classification
KNN,openml__steel-plates-fault__146817,30.0,,,,,,classification
LightGBM,openml__steel-plates-fault__146817,30.0,,,,,,classification
LinearModel,openml__steel-plates-fault__146817,30.0,,,,,,classification
MLP,openml__steel-plates-fault__146817,30.0,,,,,,classification
NAM,openml__steel-plates-fault__146817,0.0,,,,,,classification
NODE,openml__steel-plates-fault__146817,3.0,True,True,False,False,False,classification
RandomForest,openml__steel-plates-fault__146817,30.0,,,,,,classification
SAINT,openml__steel-plates-fault__146817,3.0,True,True,False,False,False,classification
STG,openml__steel-plates-fault__146817,30.0,,,,,,classification
SVM,openml__steel-plates-fault__146817,23.0,True,True,False,False,False,classification
TabNet,openml__steel-plates-fault__146817,30.0,,,,,,classification
TabPFNModel,openml__steel-plates-fault__146817,0.0,True,False,False,False,False,classification
TabTransformer,openml__steel-plates-fault__146817,30.0,,,,,,classification
VIME,openml__steel-plates-fault__146817,30.0,,,,,,classification
XGBoost,openml__steel-plates-fault__146817,30.0,,,,,,classification
rtdl_FTTransformer,openml__steel-plates-fault__146817,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__steel-plates-fault__146817,30.0,,,,,,classification
rtdl_ResNet,openml__steel-plates-fault__146817,30.0,,,,,,classification
CatBoost,openml__sylva_agnostic__3889,30.0,,,,,,binary
DANet,openml__sylva_agnostic__3889,10.0,,,,,,binary
DecisionTree,openml__sylva_agnostic__3889,30.0,,,,,,binary
DeepFM,openml__sylva_agnostic__3889,30.0,,,,,,binary
KNN,openml__sylva_agnostic__3889,30.0,,,,,,binary
LightGBM,openml__sylva_agnostic__3889,30.0,,,,,,binary
LinearModel,openml__sylva_agnostic__3889,30.0,,,,,,binary
MLP,openml__sylva_agnostic__3889,30.0,True,False,False,False,False,binary
NAM,openml__sylva_agnostic__3889,1.0,True,True,False,False,False,binary
NODE,openml__sylva_agnostic__3889,1.0,True,True,False,False,False,binary
RandomForest,openml__sylva_agnostic__3889,30.0,,,,,,binary
SAINT,openml__sylva_agnostic__3889,0.0,True,True,False,False,False,binary
STG,openml__sylva_agnostic__3889,23.0,,,,,,binary
SVM,openml__sylva_agnostic__3889,30.0,,,,,,binary
TabNet,openml__sylva_agnostic__3889,17.0,,,,,,binary
TabPFNModel,openml__sylva_agnostic__3889,0.0,True,False,False,False,False,binary
TabTransformer,openml__sylva_agnostic__3889,30.0,,,,,,binary
VIME,openml__sylva_agnostic__3889,23.0,True,False,False,False,False,binary
XGBoost,openml__sylva_agnostic__3889,30.0,,,,,,binary
rtdl_FTTransformer,openml__sylva_agnostic__3889,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__sylva_agnostic__3889,30.0,,,,,,binary
rtdl_ResNet,openml__sylva_agnostic__3889,30.0,,,,,,binary
CatBoost,openml__sylvine__168912,30.0,,,,,,binary
DANet,openml__sylvine__168912,30.0,,,,,,binary
DecisionTree,openml__sylvine__168912,30.0,,,,,,binary
DeepFM,openml__sylvine__168912,30.0,,,,,,binary
KNN,openml__sylvine__168912,30.0,,,,,,binary
LightGBM,openml__sylvine__168912,30.0,,,,,,binary
LinearModel,openml__sylvine__168912,30.0,,,,,,binary
MLP,openml__sylvine__168912,0.0,True,False,False,False,False,binary
NAM,openml__sylvine__168912,30.0,,,,,,binary
NODE,openml__sylvine__168912,7.0,True,True,False,False,False,binary
RandomForest,openml__sylvine__168912,30.0,,,,,,binary
SAINT,openml__sylvine__168912,12.0,True,False,True,False,False,binary
STG,openml__sylvine__168912,30.0,,,,,,binary
SVM,openml__sylvine__168912,30.0,,,,,,binary
TabNet,openml__sylvine__168912,30.0,,,,,,binary
TabPFNModel,openml__sylvine__168912,0.0,True,False,False,False,False,binary
TabTransformer,openml__sylvine__168912,0.0,True,False,False,False,False,binary
VIME,openml__sylvine__168912,0.0,True,False,False,False,False,binary
XGBoost,openml__sylvine__168912,30.0,,,,,,binary
rtdl_FTTransformer,openml__sylvine__168912,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__sylvine__168912,30.0,,,,,,binary
rtdl_ResNet,openml__sylvine__168912,0.0,True,False,False,False,False,binary
CatBoost,openml__synthetic_control__3512,30.0,True,True,False,False,False,classification
DANet,openml__synthetic_control__3512,30.0,,,,,,classification
DecisionTree,openml__synthetic_control__3512,30.0,,,,,,classification
DeepFM,openml__synthetic_control__3512,0.0,,,,,,classification
KNN,openml__synthetic_control__3512,30.0,,,,,,classification
LightGBM,openml__synthetic_control__3512,30.0,,,,,,classification
LinearModel,openml__synthetic_control__3512,30.0,,,,,,classification
MLP,openml__synthetic_control__3512,30.0,True,False,False,False,False,classification
NAM,openml__synthetic_control__3512,0.0,,,,,,classification
NODE,openml__synthetic_control__3512,12.0,,,,,,classification
RandomForest,openml__synthetic_control__3512,30.0,,,,,,classification
SAINT,openml__synthetic_control__3512,30.0,,,,,,classification
STG,openml__synthetic_control__3512,30.0,,,,,,classification
SVM,openml__synthetic_control__3512,30.0,,,,,,classification
TabNet,openml__synthetic_control__3512,30.0,,,,,,classification
TabPFNModel,openml__synthetic_control__3512,30.0,,,,,,classification
TabTransformer,openml__synthetic_control__3512,30.0,,,,,,classification
VIME,openml__synthetic_control__3512,30.0,True,False,False,False,False,classification
XGBoost,openml__synthetic_control__3512,30.0,,,,,,classification
rtdl_FTTransformer,openml__synthetic_control__3512,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__synthetic_control__3512,30.0,,,,,,classification
rtdl_ResNet,openml__synthetic_control__3512,30.0,,,,,,classification
CatBoost,openml__tae__47,30.0,,,,,,classification
DANet,openml__tae__47,30.0,,,,,,classification
DecisionTree,openml__tae__47,30.0,,,,,,classification
DeepFM,openml__tae__47,0.0,,,,,,classification
KNN,openml__tae__47,30.0,,,,,,classification
LightGBM,openml__tae__47,30.0,,,,,,classification
LinearModel,openml__tae__47,30.0,,,,,,classification
MLP,openml__tae__47,30.0,True,False,False,False,False,classification
NAM,openml__tae__47,0.0,,,,,,classification
NODE,openml__tae__47,30.0,,,,,,classification
RandomForest,openml__tae__47,30.0,,,,,,classification
SAINT,openml__tae__47,17.0,True,True,False,False,False,classification
STG,openml__tae__47,30.0,,,,,,classification
SVM,openml__tae__47,30.0,,,,,,classification
TabNet,openml__tae__47,30.0,,,,,,classification
TabPFNModel,openml__tae__47,30.0,,,,,,classification
TabTransformer,openml__tae__47,30.0,,,,,,classification
VIME,openml__tae__47,30.0,True,False,False,False,False,classification
XGBoost,openml__tae__47,30.0,,,,,,classification
rtdl_FTTransformer,openml__tae__47,30.0,,,,,,classification
rtdl_MLP,openml__tae__47,30.0,,,,,,classification
rtdl_ResNet,openml__tae__47,30.0,,,,,,classification
CatBoost,openml__texture__125922,30.0,,,,,,classification
DANet,openml__texture__125922,16.0,,,,,,classification
DecisionTree,openml__texture__125922,30.0,,,,,,classification
DeepFM,openml__texture__125922,0.0,,,,,,classification
KNN,openml__texture__125922,30.0,,,,,,classification
LightGBM,openml__texture__125922,30.0,,,,,,classification
LinearModel,openml__texture__125922,30.0,,,,,,classification
MLP,openml__texture__125922,30.0,,,,,,classification
NAM,openml__texture__125922,0.0,,,,,,classification
NODE,openml__texture__125922,0.0,True,True,True,False,False,classification
RandomForest,openml__texture__125922,30.0,,,,,,classification
SAINT,openml__texture__125922,2.0,True,True,False,False,False,classification
STG,openml__texture__125922,30.0,,,,,,classification
SVM,openml__texture__125922,30.0,,,,,,classification
TabNet,openml__texture__125922,26.0,,,,,,classification
TabPFNModel,openml__texture__125922,0.0,True,False,False,False,False,classification
TabTransformer,openml__texture__125922,30.0,,,,,,classification
VIME,openml__texture__125922,30.0,,,,,,classification
XGBoost,openml__texture__125922,30.0,,,,,,classification
rtdl_FTTransformer,openml__texture__125922,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__texture__125922,30.0,,,,,,classification
rtdl_ResNet,openml__texture__125922,30.0,,,,,,classification
CatBoost,openml__tic-tac-toe__49,30.0,,,,,,binary
DANet,openml__tic-tac-toe__49,30.0,,,,,,binary
DecisionTree,openml__tic-tac-toe__49,30.0,,,,,,binary
DeepFM,openml__tic-tac-toe__49,30.0,,,,,,binary
KNN,openml__tic-tac-toe__49,30.0,,,,,,binary
LightGBM,openml__tic-tac-toe__49,30.0,,,,,,binary
LinearModel,openml__tic-tac-toe__49,30.0,,,,,,binary
MLP,openml__tic-tac-toe__49,30.0,,,,,,binary
NAM,openml__tic-tac-toe__49,30.0,,,,,,binary
NODE,openml__tic-tac-toe__49,30.0,,,,,,binary
RandomForest,openml__tic-tac-toe__49,30.0,,,,,,binary
SAINT,openml__tic-tac-toe__49,10.0,True,True,True,False,False,binary
STG,openml__tic-tac-toe__49,30.0,,,,,,binary
SVM,openml__tic-tac-toe__49,30.0,,,,,,binary
TabNet,openml__tic-tac-toe__49,30.0,,,,,,binary
TabPFNModel,openml__tic-tac-toe__49,30.0,,,,,,binary
TabTransformer,openml__tic-tac-toe__49,0.0,True,False,False,True,False,binary
VIME,openml__tic-tac-toe__49,30.0,,,,,,binary
XGBoost,openml__tic-tac-toe__49,30.0,,,,,,binary
rtdl_FTTransformer,openml__tic-tac-toe__49,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__tic-tac-toe__49,30.0,,,,,,binary
rtdl_ResNet,openml__tic-tac-toe__49,30.0,,,,,,binary
CatBoost,openml__transplant__3748,30.0,,,,,,binary
DANet,openml__transplant__3748,30.0,,,,,,binary
DecisionTree,openml__transplant__3748,30.0,,,,,,binary
DeepFM,openml__transplant__3748,30.0,,,,,,binary
KNN,openml__transplant__3748,30.0,,,,,,binary
LightGBM,openml__transplant__3748,30.0,,,,,,binary
LinearModel,openml__transplant__3748,30.0,,,,,,binary
MLP,openml__transplant__3748,30.0,True,False,False,False,False,binary
NAM,openml__transplant__3748,30.0,,,,,,binary
NODE,openml__transplant__3748,30.0,,,,,,binary
RandomForest,openml__transplant__3748,30.0,,,,,,binary
SAINT,openml__transplant__3748,21.0,,,,,,binary
STG,openml__transplant__3748,30.0,,,,,,binary
SVM,openml__transplant__3748,30.0,,,,,,binary
TabNet,openml__transplant__3748,30.0,,,,,,binary
TabPFNModel,openml__transplant__3748,30.0,,,,,,binary
TabTransformer,openml__transplant__3748,0.0,True,False,False,False,False,binary
VIME,openml__transplant__3748,30.0,True,False,False,False,False,binary
XGBoost,openml__transplant__3748,30.0,,,,,,binary
rtdl_FTTransformer,openml__transplant__3748,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__transplant__3748,30.0,,,,,,binary
rtdl_ResNet,openml__transplant__3748,30.0,,,,,,binary
CatBoost,openml__vehicle__53,30.0,,,,,,classification
DANet,openml__vehicle__53,30.0,,,,,,classification
DecisionTree,openml__vehicle__53,30.0,,,,,,classification
DeepFM,openml__vehicle__53,0.0,,,,,,classification
KNN,openml__vehicle__53,30.0,,,,,,classification
LightGBM,openml__vehicle__53,30.0,,,,,,classification
LinearModel,openml__vehicle__53,30.0,,,,,,classification
MLP,openml__vehicle__53,30.0,,,,,,classification
NAM,openml__vehicle__53,0.0,,,,,,classification
NODE,openml__vehicle__53,12.0,,,,,,classification
RandomForest,openml__vehicle__53,30.0,,,,,,classification
SAINT,openml__vehicle__53,6.0,,,,,,classification
STG,openml__vehicle__53,30.0,,,,,,classification
SVM,openml__vehicle__53,30.0,,,,,,classification
TabNet,openml__vehicle__53,30.0,,,,,,classification
TabPFNModel,openml__vehicle__53,30.0,,,,,,classification
TabTransformer,openml__vehicle__53,30.0,,,,,,classification
VIME,openml__vehicle__53,30.0,,,,,,classification
XGBoost,openml__vehicle__53,30.0,,,,,,classification
rtdl_FTTransformer,openml__vehicle__53,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__vehicle__53,30.0,,,,,,classification
rtdl_ResNet,openml__vehicle__53,30.0,,,,,,classification
CatBoost,openml__visualizing_environmental__3602,30.0,,,,,,binary
DANet,openml__visualizing_environmental__3602,30.0,,,,,,binary
DecisionTree,openml__visualizing_environmental__3602,30.0,,,,,,binary
DeepFM,openml__visualizing_environmental__3602,30.0,,,,,,binary
KNN,openml__visualizing_environmental__3602,30.0,,,,,,binary
LightGBM,openml__visualizing_environmental__3602,30.0,,,,,,binary
LinearModel,openml__visualizing_environmental__3602,30.0,,,,,,binary
MLP,openml__visualizing_environmental__3602,30.0,True,False,False,False,False,binary
NAM,openml__visualizing_environmental__3602,30.0,,,,,,binary
NODE,openml__visualizing_environmental__3602,30.0,,,,,,binary
RandomForest,openml__visualizing_environmental__3602,30.0,,,,,,binary
SAINT,openml__visualizing_environmental__3602,30.0,,,,,,binary
STG,openml__visualizing_environmental__3602,30.0,,,,,,binary
SVM,openml__visualizing_environmental__3602,30.0,,,,,,binary
TabNet,openml__visualizing_environmental__3602,30.0,,,,,,binary
TabPFNModel,openml__visualizing_environmental__3602,30.0,,,,,,binary
TabTransformer,openml__visualizing_environmental__3602,0.0,True,False,False,False,False,binary
VIME,openml__visualizing_environmental__3602,30.0,True,False,False,False,False,binary
XGBoost,openml__visualizing_environmental__3602,30.0,,,,,,binary
rtdl_FTTransformer,openml__visualizing_environmental__3602,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__visualizing_environmental__3602,30.0,,,,,,binary
rtdl_ResNet,openml__visualizing_environmental__3602,30.0,,,,,,binary
CatBoost,openml__visualizing_livestock__3731,30.0,,,,,,binary
DANet,openml__visualizing_livestock__3731,30.0,,,,,,binary
DecisionTree,openml__visualizing_livestock__3731,30.0,,,,,,binary
DeepFM,openml__visualizing_livestock__3731,30.0,,,,,,binary
KNN,openml__visualizing_livestock__3731,30.0,,,,,,binary
LightGBM,openml__visualizing_livestock__3731,30.0,,,,,,binary
LinearModel,openml__visualizing_livestock__3731,30.0,,,,,,binary
MLP,openml__visualizing_livestock__3731,30.0,True,False,False,False,False,binary
NAM,openml__visualizing_livestock__3731,30.0,,,,,,binary
NODE,openml__visualizing_livestock__3731,30.0,,,,,,binary
RandomForest,openml__visualizing_livestock__3731,30.0,,,,,,binary
SAINT,openml__visualizing_livestock__3731,30.0,,,,,,binary
STG,openml__visualizing_livestock__3731,30.0,,,,,,binary
SVM,openml__visualizing_livestock__3731,30.0,,,,,,binary
TabNet,openml__visualizing_livestock__3731,30.0,,,,,,binary
TabPFNModel,openml__visualizing_livestock__3731,30.0,,,,,,binary
TabTransformer,openml__visualizing_livestock__3731,0.0,True,False,False,True,False,binary
VIME,openml__visualizing_livestock__3731,30.0,True,False,False,False,False,binary
XGBoost,openml__visualizing_livestock__3731,30.0,,,,,,binary
rtdl_FTTransformer,openml__visualizing_livestock__3731,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__visualizing_livestock__3731,30.0,,,,,,binary
rtdl_ResNet,openml__visualizing_livestock__3731,30.0,,,,,,binary
CatBoost,openml__volkert__168331,30.0,,,,,,classification
DANet,openml__volkert__168331,0.0,True,True,False,False,False,classification
DecisionTree,openml__volkert__168331,30.0,,,,,,classification
DeepFM,openml__volkert__168331,0.0,,,,,,classification
KNN,openml__volkert__168331,17.0,,,,,,classification
LightGBM,openml__volkert__168331,30.0,,,,,,classification
LinearModel,openml__volkert__168331,30.0,,,,,,classification
MLP,openml__volkert__168331,21.0,,,,,,classification
NAM,openml__volkert__168331,0.0,,,,,,classification
NODE,openml__volkert__168331,0.0,True,True,True,False,False,classification
RandomForest,openml__volkert__168331,30.0,,,,,,classification
SAINT,openml__volkert__168331,0.0,True,True,False,False,False,classification
STG,openml__volkert__168331,6.0,,,,,,classification
SVM,openml__volkert__168331,0.0,,,,,,classification
TabNet,openml__volkert__168331,3.0,True,True,False,False,False,classification
TabPFNModel,openml__volkert__168331,0.0,True,False,False,False,False,classification
TabTransformer,openml__volkert__168331,12.0,,,,,,classification
VIME,openml__volkert__168331,1.0,True,True,False,False,False,classification
XGBoost,openml__volkert__168331,30.0,,,,,,classification
rtdl_FTTransformer,openml__volkert__168331,0.0,True,False,True,False,False,classification
rtdl_MLP,openml__volkert__168331,24.0,,,,,,classification
rtdl_ResNet,openml__volkert__168331,15.0,,,,,,classification
CatBoost,openml__vowel__3022,30.0,,,,,,classification
DANet,openml__vowel__3022,30.0,,,,,,classification
DecisionTree,openml__vowel__3022,30.0,,,,,,classification
DeepFM,openml__vowel__3022,0.0,,,,,,classification
KNN,openml__vowel__3022,30.0,,,,,,classification
LightGBM,openml__vowel__3022,30.0,,,,,,classification
LinearModel,openml__vowel__3022,30.0,,,,,,classification
MLP,openml__vowel__3022,30.0,,,,,,classification
NAM,openml__vowel__3022,0.0,,,,,,classification
NODE,openml__vowel__3022,4.0,True,True,True,False,False,classification
RandomForest,openml__vowel__3022,30.0,,,,,,classification
SAINT,openml__vowel__3022,7.0,True,True,True,False,False,classification
STG,openml__vowel__3022,30.0,,,,,,classification
SVM,openml__vowel__3022,30.0,,,,,,classification
TabNet,openml__vowel__3022,30.0,,,,,,classification
TabPFNModel,openml__vowel__3022,0.0,True,False,False,False,False,classification
TabTransformer,openml__vowel__3022,30.0,,,,,,classification
VIME,openml__vowel__3022,30.0,,,,,,classification
XGBoost,openml__vowel__3022,30.0,,,,,,classification
rtdl_FTTransformer,openml__vowel__3022,30.0,,,,,,classification
rtdl_MLP,openml__vowel__3022,30.0,,,,,,classification
rtdl_ResNet,openml__vowel__3022,30.0,,,,,,classification
CatBoost,openml__walking-activity__9945,30.0,,,,,,classification
DANet,openml__walking-activity__9945,0.0,True,True,False,False,False,classification
DecisionTree,openml__walking-activity__9945,30.0,,,,,,classification
DeepFM,openml__walking-activity__9945,0.0,,,,,,classification
KNN,openml__walking-activity__9945,30.0,,,,,,classification
LightGBM,openml__walking-activity__9945,30.0,,,,,,classification
LinearModel,openml__walking-activity__9945,30.0,,,,,,classification
MLP,openml__walking-activity__9945,10.0,True,False,False,False,False,classification
NAM,openml__walking-activity__9945,0.0,,,,,,classification
NODE,openml__walking-activity__9945,0.0,True,True,True,False,False,classification
RandomForest,openml__walking-activity__9945,30.0,,,,,,classification
SAINT,openml__walking-activity__9945,0.0,True,True,False,False,False,classification
STG,openml__walking-activity__9945,0.0,True,True,False,False,False,classification
